,Date,User,Tweet
377,2022-10-05 03:06:01+00:00,wanjunia,@NahashonKimemia About GMO's?
378,2022-10-05 03:03:53+00:00,nyambega_jared,"Katika mjadala wa #JamboKenya tunaangazia usalama wa vyakula vya GMO. Je, serikali Serikali itahakikishaje usalama wa chakula? @MelodySinzore1 @RadioCitizenFM 
#JamboKenya 
#JamboKenya https://t.co/TMUNpylQf4"
379,2022-10-05 03:03:44+00:00,josephnjane1,"Katika mjadala wa #JamboKenya tunaangazia usalama wa vyakula vya GMO. Je, serikali Serikali itahakikishaje usalama wa chakula? @MelodySinzore1 @RadioCitizenFM 
#JamboKenya 
#JamboKenya https://t.co/YrJYOLMeil"
380,2022-10-05 03:03:35+00:00,ngetichfred,"Katika mjadala wa #JamboKenya tunaangazia usalama wa vyakula vya GMO. Je, serikali Serikali itahakikishaje usalama wa chakula? @MelodySinzore1 @RadioCitizenFM 
#JamboKenya 
#JamboKenya https://t.co/N1gCv4qx0J"
381,2022-10-05 03:03:27+00:00,icia_jacob,"Katika mjadala wa #JamboKenya tunaangazia usalama wa vyakula vya GMO. Je, serikali Serikali itahakikishaje usalama wa chakula? @MelodySinzore1 @RadioCitizenFM 
#JamboKenya 
#JamboKenya https://t.co/WIm2Ztnokg"
382,2022-10-05 03:03:22+00:00,msinteria,"@ephraimnjegafan Bwana Ephraim, my main concern will be disclosures on GMO's additive components, citizens must be given the right to choose from what plate they want to eat."
383,2022-10-05 03:02:06+00:00,Ja_Kopul,Like relegating CBC discussion to parental involvement ... Fellow Kenyans have been dumbed down on the GMO discussion as well to safety and food security and it seems to be working until the oppression of farmers begin https://t.co/HQ8XU5IGG1
384,2022-10-05 02:55:53+00:00,Kushtwit1,"@ephraimnjegafan The devil is in the details. GMO, Mitumba from USA, proxy military ops in Ukraine and economic war in the rest of the world? Any link with the recent general election outcome in Kenya? Only time will tell."
385,2022-10-05 02:42:52+00:00,Vett_eran,"@moneyacademyKE Before we attack GMO foods, can someone explain to us how GMO crops affect our health or the soils. Some comments in this section..."
386,2022-10-05 02:36:38+00:00,SirCedric20,"@ntvkenya THE GMO HEADACHE

Food is food, we don't want to starve.
Someone very competent &amp; well conversant with GMO should inform &amp; educate the general public what it means by GMO, its origins, its merits &amp; demerits, &amp; let Kenyans to decide https://t.co/q4eeaZyhN4"
387,2022-10-05 02:17:02+00:00,kuria_sylvia,"Dear Mr. President @WilliamsRuto did your government consider promoting our drought resistant indigenous foods like millet, sorghum, yams and cassava as a sustainable answer for food security? Will GMO maize thrive in Mandera which receives 2 inches of rain a year? #saynotoGMO"
388,2022-10-05 02:13:04+00:00,rutaraka,"Will be discussing “#Kumekucha: #GMO vigilance | 600 Jobs At Risk | #FuelPrices” with @mBongo, @IbrahimLema5, @rastaflani, @IdrisSultan, @sumaMaumba, @KumekuchaClub, @benwahonline, @wumbura, and Büza Böy. Today, 5 Oct at 7:30 AM EAT in @clubhouse. Join us! https://t.co/ZolSK3WXQB"
389,2022-10-05 02:10:21+00:00,hrngaga,"@citizentvkenya I agree,and of all programs  why GMO?
Ruto you're  failing here"
390,2022-10-05 02:05:07+00:00,otherafrikan,"Hi all, how's the GMO government treating you? 🤔"
391,2022-10-05 01:57:53+00:00,KevinOm36337660,"@s_nakhumicha Not even the EU accepts GMO, which science did you apply to unban it that Germany, Netherlands and and Developed G8 countries do not use if our research cannot even find a vaccine to Malaria?"
392,2022-10-05 01:25:20+00:00,SokOdera,@JamesOleKiyiapi They are meeting their end of the bargain for being rigged in by USA and the West. Whites have never had our interest at heart. GMO is banned in the EU and other developed countries. Why arm twist African countries to adopt these foods which would most likely will increase Cancer
393,2022-10-05 01:12:08+00:00,SokOdera,@I_wanna_meria Bro we are really overtaxed in Kenya to make our politicians comfortable. No where in the world is tax so much for a relatively poor population. The hustler government will make life even more challenging with their GMO foods. Cancer is knocking at our doors bro.
394,2022-10-05 00:57:57+00:00,abur_alfred,@serfine_achieng @citizentvkenya @AyubAbdikadir GMO should remain banned. We don't want to die.
395,2022-10-05 00:48:15+00:00,Zeus_606,Cabinet’s GMO food nod good but let’s take care https://t.co/povm1WB0Op
396,2022-10-05 00:48:12+00:00,simeonominde,"Is facing serious charges over its GMO products in the US. Soon we will have mutants and not even turning the walls of state house into the wailing walls, will save us.
Kenya as a country is weak on regulation of harmful consumer products, look at the contraceptive saga recently."
397,2022-10-05 00:48:12+00:00,simeonominde,"To the avid UDA supporters, y'all seem cool with the introduction of GMO food products into the Kenyan market. 
That a govt is willing to bend backwards &amp; do this in the name of food security &amp; to secure loans from uncle Sam is crazy. Considering the same multinational"
398,2022-10-05 00:11:38+00:00,SueAnaz,"@onyxnz .Mmmm-ormon.
 JA was asked about this faith and JA answered, 'not anymore', effectively. Q&amp;A I think.

As bad as Mahuta with the family hook ups.

Ian Adern has his 'calling' to Kenya..
Three little letters...GMO."
399,2022-10-04 23:43:37+00:00,irene_raila,@MigunaMiguna the effects of GMO remains constant. https://t.co/gO6SfGApIF
400,2022-10-04 23:35:08+00:00,Muhoro_p_Wamuyu,@StateHouseKenya Dp you think the #GmO will safeguard our health immune systems?
401,2022-10-04 22:58:30+00:00,hernyanya,@taegiveaway @GMO_Project portal didnt work https://t.co/DHQACqJPt7
402,2022-10-04 22:54:50+00:00,TonyMurega,"The myths &amp; facts about GMO.
https://t.co/4lJOreCvDg"
403,2022-10-04 22:52:56+00:00,ItsNjuru8,"@NahashonKimemia Google is the least reliable in searching a topic like GMO. It gives propaganda supporting GMOs just like it downgrade anything that question safety of vaxxs. Try Yandex, DuckDuckGo, Brave. Google is CNN of Internet (total narrative peddling)"
404,2022-10-04 22:02:44+00:00,Okutto,@BenjiNdolo Blame it or Thanks to the GMO…your Boss RUTO has confirmed.
405,2022-10-04 22:01:49+00:00,Teddykimany,"@citizentvkenya Why has GMO ban been lifted? How is Kenya benefiting more than the US due lifting the ban on American GMO by President Ruto secondly.
Who produces the seedlings is it our KARI from East Africa or foreign non-African Monsanto?"
406,2022-10-04 21:57:14+00:00,Josh_Gateh,"@brian_solonka That might prove to be easier said than done, given that there's a chance a neighbor's GMO crops may inadvertently pollinate your produce. 
Or scatter seeds even. Legalization of GMO crops' sum total implications may not quite have been appreciated by those giving it a go-ahead."
407,2022-10-04 21:45:53+00:00,EinsteinCarson,"@Kenyans After mnakula GMO in the name of imports, na mnapiga kelele wakitaka kuhalalisha ya within"
408,2022-10-04 21:44:18+00:00,Kayraht,@KyomugisaMax2 @Mugabo90 @KakwenzaRukira Torturing innocent ghetto youths and gaining GMO ranks
409,2022-10-04 21:27:29+00:00,summedupkenya,"Ruto lifts ban on GMO products
 https://t.co/Mixjq0ySz1"
410,2022-10-04 21:09:39+00:00,FwambaNc,@FatemehHeravi what's your take on the general assumptions that GMO foods cause cancer?Any scientific proof or contradictory evidentiary argument?
411,2022-10-04 21:04:03+00:00,yekinai,@chiriseri @ali_naka GMO is better? We better speak American English than wail in hospitals.
412,2022-10-04 20:52:04+00:00,Afrowave,@NationBreaking We need public participation in this GMO order. We need to know what has changed since the ban.
413,2022-10-04 20:45:26+00:00,Cillah_,@MissNasike GMO food is detrimental to our health
414,2022-10-04 20:44:55+00:00,wanyacks_antony,@citizentvkenya @WaihigaMwaura People are talking about GMO as if it's magic suddenly discovered..so sad that families are only having one meal a day in former food baskets of Kenya... Sad sana.
415,2022-10-04 20:44:31+00:00,kariukimwas,"@Derrick_Mugalo @Belive_Kinuthia He bought the degree,not qualified,only a handful of countries have allowed GMO products in their food supply."
416,2022-10-04 20:42:19+00:00,wanyacks_antony,"@citizentvkenya @WaihigaMwaura The issue is getting to real work not coming up with so many ideas and yet not getting to be implemented ; because even with the many attractive advantages, of GMO. If we can't work and are not willing to get dirt on our hands, we shall still be hungry and poor"
417,2022-10-04 20:42:10+00:00,jake_odoyo,Ruto is a bit late to the GMO game. If he only knew he has auctioned Kenya's agricultural sector to corporate agriculture. These GMOs have a very dark history of causing man made famine.
418,2022-10-04 20:35:28+00:00,gembam,@HotmaMutinda @BethYA1 @ReubenKigame And you think GMO is the silver bullet? Think again!
419,2022-10-04 20:32:53+00:00,newsupdatesKE,Azimio faults Ruto order on GMO maize - The Star Kenya https://t.co/TvlacCI08i
420,2022-10-04 20:24:56+00:00,citizentvkenya,"This was well-thought-out and researched, it was not an arbitrary decision - Owen Baya on embracing GMO #NewsNight @WaihigaMwaura https://t.co/WjATSGg6Ws"
421,2022-10-04 20:20:35+00:00,Aleckeei,There must have been good reasons science backed reasons why the Kibaki admin ban GMO Kenyatta's admin resisted the idea  me I think this GMo thing is pushed by consumerism.The west wants to sell us products I'm not saying we totally BAN it. I'm saying we do more research.
422,2022-10-04 20:18:15+00:00,citizentvkenya,"I will not say the decision is wrong, but it is really not following the spirit of our constitution - Robert Mbui on the GMO debate #NewsNight @WaihigaMwaura https://t.co/OkRUsg9Pjg"
423,2022-10-04 20:13:39+00:00,owners_ke,"@ReubenKigame GMO is good

Have faith in God.

You had pure natural seeds yet covid didn't spare the world..

Why fear...

You will still die some day.."
424,2022-10-04 20:13:30+00:00,citizentvkenya,"Owen Baya: We as Kenya Kwanza promised to increase productivity, especially in the farms, GMO is one way to ensure we maximise productivity #NewsNight @WaihigaMwaura https://t.co/RtfhL2mOqZ"
425,2022-10-04 20:12:33+00:00,JaokooMoses,@dorisligogo GMO is huge conspiracy
426,2022-10-04 20:12:24+00:00,le_ngatia,"when GMO comes to Kenya, will it be labeled as such? or will it be sold as normal food??

Kenyans need to have a choice and not get forced!

@NAssemblyKE @Senate_KE @kilimoKE @JerotichSeii @WilliamsRuto @rigathi @FarmingKenya @CGIAR @Cofek_Africa @RobertAlai @OkiyaOmtatah 
#Kenya"
427,2022-10-04 20:07:44+00:00,MKC34RC,@ed_kemboi What will be the impact on GMO to food market?
428,2022-10-04 20:03:27+00:00,davidjesse_,"@MiranTandi Boss, how is this tweet related to GMO food?"
429,2022-10-04 20:01:56+00:00,3u93n3th3k9,"@Aleckeei Not really bruv, there's actually zero evidence so far that links GM foods to Cancer, in fact it's more of an anti-GM propaganda that has the whole of Africa in a choke hold, 
GMO is actually part of the answer to Africa's food security problem..."
430,2022-10-04 19:55:45+00:00,endrymwaka,"@Profmutisya @WilliamsRuto About GMO foods its a No.
Let the government provide us with water to continue farming our usual foods.
Cancer among other threats will finish us.
GMO for cotton ni sawa."
431,2022-10-04 19:53:17+00:00,serfine_achieng,The GMO Debate: What are your thoughts on the Cabinets approval of the adoption of genetically modified foods? Share your views ahead of this important conversation on #DayBreak @citizentvkenya @AyubAbdikadir https://t.co/VAA5xuM4SU
432,2022-10-04 19:49:52+00:00,BenA2W,GMO ndio hiyo😳 https://t.co/MX3TjgjAao
433,2022-10-04 19:49:47+00:00,EinsteinCarson,@KemoTed @cjnyongesa The tweeter doesnt understand what GMO is? A pity!
434,2022-10-04 19:49:04+00:00,WuuehTV,Wuueh kama GMO ndio itafanya wakamba na wakikuyu wapate Haga so be it wacha ikuje kukuja.. Alaaah https://t.co/zBTvjbf568
435,2022-10-04 19:47:16+00:00,EinsteinCarson,@cjnyongesa Who told you GMO causes cancer? Do your research well
436,2022-10-04 19:46:38+00:00,KWekulo,"@SokoAnalyst Exactly, nothing has been done until now. The intro of GMO. Lets give it a chance and see what happens. Not referendums, and waste of public funds. GMO are well researched anyways."
437,2022-10-04 19:46:08+00:00,GeorgeGuantai,"Even GMO crops will require enough rainfall which we do not expect to improve due to effects of climate change.

Ruto and his Kwanza gov is avoiding preriotising creation of dams to augment erratic rains.

They are looking for simpler answers to complex issues like Food Security. https://t.co/OOyUyjTsnZ"
438,2022-10-04 19:44:24+00:00,Informer_ke,"Lobby groups contest government move to lift ban on GMO crops
https://t.co/LGsDLq4oBz
@StateHouseKenya @kenya_afa @MOH_Kenya @WHOKenya 
Kenya army |Naivasha | Sacked | Kenya kwanza"
439,2022-10-04 19:44:21+00:00,KennedyYego4,Let us tune in for more information on GMO regulations @NahashonKimemia https://t.co/86u9icw5jj
440,2022-10-04 19:42:43+00:00,antornymbonge21,"@JOluash @DrAhmedKalebi We all eat the broilers that mature in 3 months, We consume pasteurized long life milk on a daily basis.  Unless you're consuming food from your farm  that has been grown/reared using your own developed pesticides then GMO should not sound new to you."
441,2022-10-04 19:36:33+00:00,elijah_evans,"@s_nakhumicha They give you GMO, get sick so that they can sell drugs to you. Win win for them. 

You're the product. 

Did you just say the government has the best interest for ""us?"" Interesting times."
442,2022-10-04 19:35:46+00:00,KWekulo,"@SokoAnalyst Alafu wewe ndio utakua the first to complain about drought, and why the government is not doing anything to help the 4 million people going hungry. I believe GMO are adapted and superior compared to locally used varieties. Let's give change a hand."
443,2022-10-04 19:35:11+00:00,BiosafetyKenya,GMO Awareness @citizentvkenya @ntvkenya @RadioCitizenFM https://t.co/GFC3HTZXlf
444,2022-10-04 19:29:20+00:00,TheProudGal,GMO foods are dangerous.. They're burned in Europe and Asian nation. I'm surprised Ruto is embracing GMO...
445,2022-10-04 19:29:11+00:00,TheProudGal,@ahmednasirlaw GMO foods are dangerous.. They're burned in Europe and Asian nation. I'm surprised Ruto is embracing GMO...
446,2022-10-04 19:27:05+00:00,Lyrical_sass,@NuksCruks Y'all are talking about some basic ass cats. My GMO cat baby looks at me with love eyes and shadows me everywhere. Could never be Ozzy
447,2022-10-04 19:26:22+00:00,lawyerkiptoo,"We have no problem spraying pesticides on crops and animals that we eat but we have issues with GMO. 
Why exactly? #mejja #UgandaVsKenya"
448,2022-10-04 19:25:17+00:00,NezilCuddy2,Mlikataa puppet wa kutoka hapa Kenya mkapigia wa wazungu. Ona sasa amefinywa kidogo akasema we will import GMO foods from you.
449,2022-10-04 19:23:44+00:00,muange_ke,@NahashonKimemia Here's a book on GMO research: https://t.co/CVvpE0A2qU
450,2022-10-04 19:18:18+00:00,ManotiIsaac4,"Je, vyakula vya GMO vina madhara ? 

Daktari Jackson Kinyanjui Koimbori afafanua ...

#ManotiTV
https://t.co/1TLvWpAl2m"
451,2022-10-04 19:13:33+00:00,andrewsuleh,There is a need for public participation before public consumption of GMO @MarkMasai
452,2022-10-04 19:08:05+00:00,NahashonKimemia,"A substantial no. of KOT tweeps have gone to campus. You know what peer-reviewed studies are. Even undergraduates leave alone Ph.D. holders should know. Ata kama hujaenda uni, you can Google peer-reviewed studies. Why are GMO supporters sharing blogs instead of credible studies?"
453,2022-10-04 19:06:44+00:00,NathanNgumi,"For the developing world the main issue is dependency.

Users are beholden to whoever develops the GMO eg Bill Gates, Monsanto, etc.

Corrupt African leaders can sell their food and agriculture security to these companies. 

This is bad especially for food crops.

6\7"
454,2022-10-04 19:06:44+00:00,NathanNgumi,"The reproduction is stifled.

Unlike indigenous varieties of crops like oranges which produce the seeds that are used to propagate the crop, many GMOs do not give seeds eg seedless oranges.

So to reproduce one has to go to the source of the GMO (biotech firms) for new seeds

5\7"
455,2022-10-04 19:06:41+00:00,NathanNgumi,"GMO crop varieties have been used in the Global South since the 70s.

Compared to indigenous counterparts, these are usually more resistant to crop diseases and pests, have higher yields, sometimes sweeter taste (eg oranges), etc.

But there is a catch.

4\7"
456,2022-10-04 19:06:40+00:00,NathanNgumi,"GMO stands for Genetically Modified Organism.

By tweaking the genes of a crop, its properties and characteristics are changed which results in different appearance, maturation time, resistance to disease, yield, taste, reproduction, etc.

3\7"
457,2022-10-04 19:05:35+00:00,Casillasmodest,@Nyaberih_ Hii ndio GMO Sasa.
458,2022-10-04 19:05:21+00:00,musilaericko,I feel that the outgoing cabinet ministers should not have lifted the ban on GMO. They should have cushioned it atleast for the incoming cabinet. This might be used as excuse in the future when things go otherwise.
459,2022-10-04 19:03:19+00:00,MarkMasai,"So, GMO ban lifted; Kenya govt says this will help with food security at a time 3.5 mil people are facing starvation. Given the reactions, this is a hard sell to millions others concerned for their health. Are Kenyans now safe with GMOs? Tomorrow on #AMLiveNTV https://t.co/L1kpGRx2RA"
460,2022-10-04 19:02:39+00:00,NahashonKimemia,"GMO supporter: Studies have shown that GMOs are safe.

GMO skeptic: Can you share one study showing that they are safe?

GMO supporter: *shares a blog*

GMO skeptic: I thought you said studies have shown GMOs are safe. Why are you sharing blogs?

GMO supporter: Wacha siasa."
461,2022-10-04 19:00:51+00:00,ckivuva0,@DonaldBKipkorir Political science. The science which defines organic farming as the practice of growing  GMO foods
462,2022-10-04 18:56:53+00:00,Katenjoroge,@ephraimnjegafan Nothing good will come put of GMO foods. Mark this tweet.
463,2022-10-04 18:55:45+00:00,integritykenya,Suspend cabinet resolution on  the  GMO​.​ GMOs are seeds of death. - Sign the Petition! https://t.co/EvDWDGMRtI via @ChangeOrgKE
464,2022-10-04 18:54:55+00:00,mc_danny_ke,"Nobody is concerned about this GMO thing?

Sacked Otiende Omollo Kenya Kwanza Mejja Kenya and Uganda First Community Bank"
465,2022-10-04 18:53:34+00:00,ntvkenya,"The GMO Debate:

Scientists in the country embark on the next steps for rolling out Genetically Modified Organisations a day after the cabinet lifted the 10-year suspension

#NTVTonight @ZeynWandati https://t.co/H3GkXQIJjj"
466,2022-10-04 18:49:57+00:00,RastoJunior1,William Ruto made Sure that the GMO commodities were approved by the sacked cabinet secretaries of Mr. Uhuru Kenyatta. That man is after Ile kitu
467,2022-10-04 18:48:46+00:00,FrancisMageto1,@sielefelix @davidmakali1 GMO Ni Sumu!
468,2022-10-04 18:48:16+00:00,MrJoabAR_Hybrid,"Science lied to us that we evolved from apes.
How can we trust it on our God made natural foods. 

Accepting GMO is accepting low immunity system."
469,2022-10-04 18:43:37+00:00,kerage_amos,@Shikohkihika Improved kienyeji chicken=GMO
470,2022-10-04 18:42:38+00:00,WinfredPhilip5,@citizentvkenya @WaihigaMwaura We just pray for rain we plant our crops we harvest what I know God loves us and if GMO foods were burned why should we eat
471,2022-10-04 18:41:06+00:00,FrankFixer,Strong sentiments on the GMO question. Will Wanjiku be heard? @DonaldBKipkorir https://t.co/8ZeoZktXAY
472,2022-10-04 18:40:53+00:00,sielefelix,@FrancisMageto1 @davidmakali1 You need to educate yourself on GMO matters before parading your ignorance using selective and incontextualized buzz words that always ignore authentic scientific conclusions on GMOs.
473,2022-10-04 18:40:19+00:00,bore_bore9,"@JamesOleKiyiapi Extensive research has been done on this for this period. The science must and have come with better GMO breeds that are more rational to health and agro-diversity. And again, 60% of global population uses GMO, and they're not dying. Main aim now is to fight hunger."
474,2022-10-04 18:39:22+00:00,EEL_Kenya,"@JamesOleKiyiapi Banning GMO is a luxury that can't be afforded by a country that suffers from very high food cost, so much that many typical citizens sleep hungry and some are even facing death."
475,2022-10-04 18:39:15+00:00,NickWesala,"Imagine if  our parents or ok, if you gave your kids GMO food @ahmednasirlaw ...Advice your Government to stop the wet dreams ,at least you are the people's AG,not that drunkard suggested by PORK @WilliamsRuto"
476,2022-10-04 18:39:09+00:00,Lankoi8,"FUTURE HEADLINE:

Farmer arrested for planting Monsanto' GMO 🌽 without subscription or licenced."
477,2022-10-04 18:38:49+00:00,ContainerCityKe,"@EtalePhilip When you or your better-half is shopping in the supermarket, do you carefully read every label to check if they are non-GMO or GMO?
Chances are you / we consume GMO on a daily basis in our homes &amp; outlets.

One can opt out and strictly go organic, like most in other countries do."
478,2022-10-04 18:38:40+00:00,MwanzoTv,"“ Athari za kijamii na kiuchumi ni nyingi sana. Tukibatilisha msimamo wetu wa mbegu za GMO tunamuumiza mkulima nchini . Tunafaa kuwanufaishe wakulima wetu kwanza ”-Emmanuel Atamba

Tazama: https://t.co/MQp2vcalkJ https://t.co/H8bCLEttt9"
479,2022-10-04 18:38:36+00:00,DansonWaka,@NahashonKimemia Stop being pessimistic..... We cannot service through fear already the country have been consuming GMO cassava......
480,2022-10-04 18:37:08+00:00,Fadhil17557534,"The country with worst Healthcare system.. We don't have those machine to ditect cancer at early stages and now the hustler narrative bringing GMO food to kill people!!
ONLY GOD will help the poor family... https://t.co/MRGeo6pHmy"
481,2022-10-04 18:35:45+00:00,Boenkiprop,@ReubenKigame What do you understand about GMO before you bring out your Critics?
482,2022-10-04 18:35:25+00:00,PiusMuturi,Do Kenya really need GMO plants.
483,2022-10-04 18:32:57+00:00,MwanzoTv,"“ Inasemekana kuwa mbegu za GMO zinaweza sababisha ugonjwa wa saratani laikini hakija dhibitishwa kisayansi”-Emmanuel Atamba

Tazama;https://t.co/MQp2vcalkJ https://t.co/AaoH7GTNQJ"
484,2022-10-04 18:32:05+00:00,JohnKingoo20,"@Aaroncheruiyot USA has forced Ruto to lift the ban on GMO,what are you talking about?"
485,2022-10-04 18:31:20+00:00,MwanzoTv,"“ Hatua ya kubatilisha uamuzi wa kupiga marufuku mbegu za GMO imatushtua sana. Kwa maana hakujakuwa na public participation”-Emmanuel Atamba

Tazama: https://t.co/MQp2vcalkJ https://t.co/xL2AeXWF9o"
486,2022-10-04 18:31:10+00:00,KenyaKwanza2022,@ntvkenya why not relate the lifting of ban on GMO's with DR. Ruto's PHD in plant ecology?
487,2022-10-04 18:30:21+00:00,donsabwa,@NelsonHavi so kwa hivyo haya maindi ya Riggy G the gang kumbe ni GMO?? Wa I us tricky kweli @HManyora has he explained if they are not GMO?? @EricLatiff @MigunaMiguna
488,2022-10-04 18:28:30+00:00,carolmbaire,@ReubenKigame The answer to hunger in this Country is not GMO we have enough resources. Let our politicians stop looting everything and use resources at the counties prudently
489,2022-10-04 18:26:48+00:00,Ja_Kopul,"Reducing the GMO discussion to ""safety for consumption"" and ""food security"" is the height of intellectual laziness na tuko tu online na Google ... And BTW while responding on a thread with links to expand your scope on the subject https://t.co/yWUrHkda2R"
490,2022-10-04 18:25:09+00:00,NyakagwaSteve,@cathy_mutuku Cathy on this I disagree with you. There is a lot of research behind GMO
491,2022-10-04 18:22:28+00:00,EKipkkoech,@JamesOleKiyiapi The handshake cabinet has allowed GMO  to be consumed by innocent hustlers. Uhuru is still committed to destroying future lives of Kenyans. Kiawa!
492,2022-10-04 18:22:01+00:00,NyakagwaSteve,"As you lay out your points on how dangerous GMO food is, it will be very key to note that most medicines are genetically modified. Or to bring it closer home, that chicken you eat in fast food joints is a GMO."
493,2022-10-04 18:21:39+00:00,EKipkkoech,@DonaldBKipkorir The handshake cabinet has allowed GMO  to be consumed by innocent hustlers. Uhuru is still committed to destroying future lives of Kenyans. Kiawa!
494,2022-10-04 18:21:07+00:00,EKipkkoech,"@_fels1 France, Germany, Austria, Greece, Netherlands &amp; Denmark have TOTAL BAN on GMO Food &amp; products. EU doesn’t accept GMO Foods. Which science did we use to unban GMO foods? Are we going to consume all of it as we don’t be able to export it? Surely, our science is centuries behind EU."
495,2022-10-04 18:20:48+00:00,cathy_mutuku,"The president should not accept pressure from the western countries to lift the ban of GMO to please them ,we have been leaving without GMO and life moved on,we should be careful about some decisions as a country."
496,2022-10-04 18:20:47+00:00,EKipkkoech,"@saidimusalim1 @_fels1 France, Germany, Austria, Greece, Netherlands &amp; Denmark have TOTAL BAN on GMO Food &amp; products. EU doesn’t accept GMO Foods. Which science did we use to unban GMO foods? Are we going to consume all of it as we don’t be able to export it? Surely, our science is centuries behind EU."
497,2022-10-04 18:20:13+00:00,Jeffhendriksgit,Growing GMO plants in Kenya should not be legalized safe for non food items like cotton growing... let's not experiment with our population what the West is shying away from.
498,2022-10-04 18:20:00+00:00,NationAfrica,GMO food now legal in Kenya after Cabinet lifts ban https://t.co/bwfLOU9DpD https://t.co/rOxI4tQoRJ
499,2022-10-04 18:19:46+00:00,Keithnoor,"The way Kenyan reacted to muhoozi just shows you how touchy we are , the same people who came up with “kwani haujui jokes”. Kenyans have been triggered. It’s hilarious. Ata story ya GMO haikuwa kitu serious hivyo na yet hio ndio itatumaliza."
500,2022-10-04 18:19:38+00:00,citizentvkenya,"GMO diplomatic offensive:

Kenya is the first EAC country to embrace GMOs. Kenya joins South Africa in allowing GMO foods.

Was there diplomatic push from US to lift ban?

Pundits insist there was pressure from US to lift ban. US giant firms pushing to find new GMO markets https://t.co/IkFDzNgEyM"
501,2022-10-04 18:18:53+00:00,legum_studiosum,Seth Olale's feature of biotech GMO is very very impressive @SethOlale well done brother @citizentvkenya
502,2022-10-04 18:18:33+00:00,I_Kyp,KEBS wameshindwa na sukari na pombe.... ndio tunawaletea GMO
503,2022-10-04 18:18:20+00:00,Hillary_Chaks,Invest in Cancer Centres with GMO approval.
504,2022-10-04 18:18:03+00:00,David_Cnr_,"Something ain’t adding up on how this GMO affair was hurriedly passed by the Cabinet. Because if Monsanto, Bayer, Bill Gates come in, we will regret as a country"
505,2022-10-04 18:18:01+00:00,Babaivy4,"We are under a lot of pressure from US to allow GMO . This will open a huge market for US to penetrate our region . On FUEL subsidy , the same story from US via IMF . Maskini Hana chake ."
506,2022-10-04 18:14:41+00:00,AndrewNjega,Ruto found its appropriate Kenyan to take GMO ?
507,2022-10-04 18:14:29+00:00,ProphDJ,Ban GMO
508,2022-10-04 18:13:22+00:00,KyleOchi6,Following this GMO issue &amp; it's now clear why the US were privy of Chebukati's and Carmago's and thus the alerts it issued against travelling to Kisumu. Baba must have rejected their push for GMO food to be allowed in Kenya.
509,2022-10-04 18:12:43+00:00,MwanzoTv,"Serikali ya #Kenya yabatilisha uamuzi wa kupiga marufuku mbegu za GMO. 

Jiunge nasi kwenye habari zetu za Jioni 

Tazama: https://t.co/MQp2vcalkJ https://t.co/cfxhFnhPEJ"
510,2022-10-04 18:12:41+00:00,citizentvkenya,"Divided by GMOs:

Food scientists hail adoption of GMOs as game changer. Anti-GMO activists decry health, environmental impacts.

2012 ban informed by study linking GMOs to cancer. Study has since been discredited by scientists.

GMO seed manufacturing firms biggest beneficiaries https://t.co/4PxOcUQmCL"
511,2022-10-04 18:12:37+00:00,RAO2022,The first country in East Africa to listen to the US on the lifting of GMO foods. The US firms linked to USTR report of March 2022 wondered why Kenya was still limiting their GMO foods. The UN trip was used as a decoy to lift the ban on GM foods that were affecting the USA.
512,2022-10-04 18:12:08+00:00,BrunommojaBa,@amerix Give us an insight about this GMO narrative gaining momentum lately sir.
513,2022-10-04 18:11:42+00:00,victorkessy17,"France, Germany, Austria, Greece, Netherlands &amp; Denmark have TOTAL BAN on GMO Food &amp; products. EU doesn’t accept GMO Foods. Which science did we use to unban GMO foods? Are we going to consume all of it as we don’t be able to export it? Surely, our science is centuries behind EU."
514,2022-10-04 18:11:19+00:00,I_Kyp,can we trust our quality assurance agency with GMO foods?
515,2022-10-04 18:10:37+00:00,Gatigwa9,"@ReubenKigame Hon Kibaki rejected GMO, ditto Uhuru. Even before the signature ink has dried, voila! Unbanned! What's the catch here? Individual gains?"
516,2022-10-04 18:09:49+00:00,mmtairo,Prospects of the return of Aromat is probably the only thing exciting me about this GMO debate. https://t.co/5XPSwOMYMZ
517,2022-10-04 18:09:48+00:00,_cjepkogei,@RKDAVID1 They will cross pollinate with the GMO ones
518,2022-10-04 18:09:32+00:00,Channel254News,"KENYA:#FOODSECURITY 

Reuben Kigame 💬: Why condemn our beautiful country to GMO‘s? Food security is not just about quantity, but more importantly quality. https://t.co/J7NEAghLHi"
519,2022-10-04 18:08:19+00:00,Iamkanja1,"GMO is not the solution to Kenya's food insecurity.What's the need of lifting the ban then?
#GMOs"
520,2022-10-04 18:06:58+00:00,itskenyan_,"GMO, good or bad?"
521,2022-10-04 18:04:41+00:00,Pettikim,"@EAukot Am yet to read in any science ' peer review' journal with data that GMO food causes cancer, allergies etc. The debate is fights btwn MNC dealing in BT &amp; environmental activists. 
IMO, my worry is IP rights (cross pollination) &amp; farmers inability to reproduce seeds."
522,2022-10-04 18:04:30+00:00,alphoncetiffz,"Government imelift GMO
Lakini kuna wewe hapo unakuwa lift na JEMO https://t.co/eJQ6IeklEP"
523,2022-10-04 18:01:01+00:00,ChristzSoulja,@ReubenKigame GMO are not as bad as you would want to make us believe
